essayID,random_id,condition,chars_produced_inclu_spac,chars_produced_per_min_inclu_spac,chars_produced_exclu_spac,chars_produced_per_min_exclu_spac,total_words_produced,total_words_produced_per_min,mean_word_length,median_word_length,sd_word_length,total_sents_produced,mean_chars_per_sent,median_chars_per_sent,sd_chars_per_sent,mean_words_per_sent,median_words_per_sent,sd_words_per_sent,total_paras_produced,mean_chars_per_para,median_chars_per_para,sd_chars_per_para,mean_words_per_para,median_words_per_para,sd_words_per_para,mean_sents_per_para,median_sents_per_para,sd_sents_per_para,total_process_time_secs,num_of_Pbursts,mean_length_Pbursts_secs,median_length_Pbursts_secs,sd_length_Pbursts_secs,mean_length_Pbursts_chars,median_length_Pbursts_chars,sd_length_Pbursts_chars,total_process_time_in_secs_threshold200,total_pause_time_in_secs_threshold200,total_number_of_pauses_threshold200,mean_pause_time_in_secs_threshold200,median_pause_time_in_secs_threshold200,sd_pause_time_threshold200,num_of_pause_within_words_threshold200,mean_pause_time_within_words_threshold200,median_pause_time_within_words_threshold200,sd_pause_time_within_words_threshold200,num_of_pause_before_words_threshold200,mean_pause_time_before_words_threshold200,median_pause_time_before_words_threshold200,sd_pause_time_before_words_threshold200,num_of_pause_after_words_threshold200,mean_pause_time_after_words_threshold200,median_pause_time_after_words_threshold200,sd_pause_time_after_words_threshold200,num_of_pause_between_words_threshold200,mean_pause_time_between_words_threshold200,median_pause_time_between_words_threshold200,sd_pause_time_betweenr_words_threshold200,num_of_pause_before_sents_threshold200,mean_pause_time_before_sents_threshold200,median_pause_time_before_sents_threshold200,sd_pause_time_before_sents_threshold200,num_of_pause_after_sents_threshold200,mean_pause_time_after_sents_threshold200,median_pause_time_after_sents_threshold200,sd_pause_time_after_sents_threshold200,num_of_pause_between_sents_threshold200,mean_pause_time_between_sents_threshold200,median_pause_time_between_sents_threshold200,sd_pause_time_between_sents_threshold200,num_of_pause_before_paras_threshold200,mean_pause_time_before_paras_threshold200,median_pause_time_before_paras_threshold200,sd_pause_time_before_paras_threshold200,num_of_pause_after_paras_threshold200,mean_pause_time_after_paras_threshold200,median_pause_time_after_paras_threshold200,sd_pause_time_after_paras_threshold200,num_of_pause_between_paras_threshold200,mean_pause_time_between_paras_threshold200,median_pause_time_between_paras_threshold200,sd_pause_time_between_paras_threshold200,total_process_time_in_secs_threshold2000,total_pause_time_in_secs_threshold2000,total_number_of_pauses_threshold2000,mean_pause_time_in_secs_threshold2000,median_pause_time_in_secs_threshold2000,sd_pause_time_threshold2000,num_of_pause_within_words_threshold2000,mean_pause_time_within_words_threshold2000,median_pause_time_within_words_threshold2000,sd_pause_time_within_words_threshold2000,num_of_pause_before_words_threshold2000,mean_pause_time_before_words_threshold2000,median_pause_time_before_words_threshold2000,sd_pause_time_before_words_threshold2000,num_of_pause_after_words_threshold2000,mean_pause_time_after_words_threshold2000,median_pause_time_after_words_threshold2000,sd_pause_time_after_words_threshold2000,num_of_pause_between_words_threshold2000,mean_pause_time_between_words_threshold2000,median_pause_time_between_words_threshold2000,sd_pause_time_betweenr_words_threshold2000,num_of_pause_before_sents_threshold2000,mean_pause_time_before_sents_threshold2000,median_pause_time_before_sents_threshold2000,sd_pause_time_before_sents_threshold2000,num_of_pause_after_sents_threshold2000,mean_pause_time_after_sents_threshold2000,median_pause_time_after_sents_threshold2000,sd_pause_time_after_sents_threshold2000,num_of_pause_between_sents_threshold2000,mean_pause_time_between_sents_threshold2000,median_pause_time_between_sents_threshold2000,sd_pause_time_between_sents_threshold2000,num_of_pause_before_paras_threshold2000,mean_pause_time_before_paras_threshold2000,median_pause_time_before_paras_threshold2000,sd_pause_time_before_paras_threshold2000,num_of_pause_after_paras_threshold2000,mean_pause_time_after_paras_threshold2000,median_pause_time_after_paras_threshold2000,sd_pause_time_after_paras_threshold2000,num_of_pause_between_paras_threshold2000,mean_pause_time_between_paras_threshold2000,median_pause_time_between_paras_threshold2000,sd_pause_time_between_paras_threshold2000,total_strokes,average_strokes_per_min,sd_strokes_per_min_5_intervals,sd_strokes_per_min_10_intervals,num_of_revisions,num_of_deletions,total_deletions_chars_inclu_space,total_deletions_chars_exclu_space,total_deletions_words,mean_deletion_length_chars,median_deletion_length_chars,mean_deletion_length_chars_exclu_space,median_deletion_length_chars_exclu_space,num_of_insertions,total_insertions_chars_inclu_space,total_insertions_chars_exclu_space,total_insertions_words,mean_insertion_length_chars,median_insertion_length_chars,mean_insertion_length_chars_exclu_space,median_insertion_length_chars_exclu_space,num_of_Rburst,mean_length_Rburst_sec,median_length_Rburst_sec,sd_length_Rburst_sec,mean_length_Rburst_chars,median_length_Rburst_chars,sd_length_Rburst_chars,product_process_ratio
121,5.0671E+14,transcribed,1332,314.272,1105,260.714,226,53.322,4.765,4,2.623,13,102.462,87,39.371,17.385,20,7.468,3,444,264,165.542,75.333,55,35.311,4.333,4,1.247,254.302,1,254.302,0,NA,1332,0,NA,254,128.935,371,0.347,0.271,0.271,179,0.318,0.241,0.181,85,0.377,0.311,0.261,48,0.321,0.268,0.133,206,0.561,0.489,0.252,5,0.881,0.511,0.865,4,0.268,0.256,0.043,9,0.598,0.431,0.285,0,NA,NA,NA,3,0.437,0.296,0.253,2,0.676,0.676,NA,254,2.574,1,2.574,2.574,2.574,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,2.574,2.574,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1106,264,14.95,29.61,40,40,55,53,18,1.375,1,1.325,1,0,0,0,0,0,0,0,0,45,5.067,3.888,5.556,23.889,16,26.629,0.950487622
122,5.08858E+12,transcribed,2595,104.408,2133,85.82,457,18.387,4.54,4,2.71,20,129.75,89,55.549,22.85,20.5,12.87,7,370.714,327,62.83,65.286,63,16.934,2.857,2,1.355,1491.264,64,23.301,10.963,26.086,39.923,22,55.371,1491,1382.85,2023,0.683,0.306,0.306,1167,0.385,0.269,0.386,414,0.838,0.729,0.672,269,0.538,0.281,0.956,420,1.271,1.08,0.97,17,0.86,0.282,1.761,18,0.651,0.553,0.437,9,1.35,1.232,0.551,6,0.242,0.238,0.031,3,0.257,0.266,0.023,4,0.568,0.538,0.114,1491,473.498,65,7.284,2.7,2.7,14,3.011,2.677,0.966,19,3.173,2.961,1.139,9,4.366,2.349,3.021,306,5.172,3.235,3.135,1,7.845,7.845,NA,1,2.062,2.062,NA,6,3.785,2.785,2.299,0,NA,NA,NA,0,NA,NA,NA,4,5.594,5.45,3.3,2136,87,14.07,22.83,72,68,82,74,24,1.206,1,1.088,1,4,5,2,2,1.25,1,0.5,0.5,81,14.432,9.486,19.579,25.481,17,26.236,0.957274827
123,3.3456E+14,transcribed,2585,93.815,2141,77.701,434,15.751,4.818,4,2.844,16,161.563,113,80.151,27.125,21.5,17.033,3,861.667,723,187.849,144.667,133,36.463,5.333,6,1.7,1653.262,119,13.892,8.876,NA,21.723,14,20.178,1653,1598.129,2356,0.678,0.338,0.338,1437,0.44,0.28,0.646,411,0.931,0.667,0.847,385,0.993,0.719,1.088,406,1.878,1.514,1.301,23,2.562,0.537,5.116,13,2.678,1.537,2.102,13,5.872,3.134,6.135,2,1.538,1.538,NA,5,2.14,2.168,0.945,2,4.298,4.298,NA,1653,454.635,119,3.82,2.702,2.702,30,3.467,2.668,2.589,31,3.045,2.567,1.511,36,3.672,2.869,1.61,392,4.071,3.58,1.555,5,9.524,6.477,7.59,5,4.808,4.361,2.011,13,6.602,4.044,5.8,1,2.692,2.692,NA,3,2.71,2.405,0.607,2,4.401,4.401,NA,2143,79,5.76,8.2,41,41,50,46,14,1.22,1,1.122,1,0,0,0,0,0,0,0,0,46,33.304,26.9415,31.725,45.348,34.5,42.179,0.975647468
124,7.96944E+14,transcribed,1490,101.016,1218,82.576,269,18.237,4.431,4,2.161,18,82.778,73.5,21.805,14.944,16,5.18,3,496.667,405,51.319,89.667,85,11.116,6,6,NA,885.006,57,15.526,8.512,NA,26.607,16,26.896,885,825.286,1198,0.688,0.313,0.313,652,0.356,0.258,0.335,253,1.017,0.638,1.097,200,0.9,0.365,1.674,247,1.797,1.318,1.653,30,2.566,0.276,11.922,15,1.646,1.28,0.998,15,1.952,1.552,1.045,0,NA,NA,NA,4,0.973,0.923,0.373,2,1.112,1.112,NA,885,291.498,57,5.114,3.07,3.07,7,2.606,2.529,0.756,26,3.625,3.032,1.646,14,5.419,3.497,3.95,234,7.729,6.096,4.777,1,66.746,66.746,NA,3,3.401,3.856,0.799,14,6.94,4.404,4.974,0,NA,NA,NA,0,NA,NA,NA,2,9.639,9.639,NA,1219,83,17.2,24.16,17,16,14,12,5,0.875,1,0.75,0,1,0,0,0,0,0,0,0,24,32.375,26.783,30.161,49.333,40.5,48.627,0.983924983
125,7.4753E+14,transcribed,3044,147.905,2526,122.736,520,25.266,4.694,4,2.592,54,56.37,32.5,36.586,9.63,7,7.804,6,507.333,445,72.598,86.667,91,19.31,9,9,1,1234.843,46,26.844,17.976,NA,63.417,31.5,62.647,1234,1099.539,2329,0.472,0.296,0.296,1344,0.387,0.28,0.332,458,0.43,0.32,0.503,270,0.59,0.256,1.272,446,1.069,0.639,1.641,63,0.491,0.224,1.101,46,0.691,0.376,1.011,48,1.044,0.628,1.098,5,1.081,1.047,0.144,3,0.45,0.48,0.047,4,1.516,1.507,0.19,1234,191.098,48,3.981,3.168,3.168,7,3.259,2.585,1.008,7,3.854,3.928,1.395,12,4.422,2.936,4.285,428,5.361,3.568,4.589,3,5.003,5.553,1.953,1,6.937,6.937,NA,48,5.47,3.404,5.081,0,NA,NA,NA,0,NA,NA,NA,4,9.068,6.465,5.989,2529,124,7.81,18.74,30,27,11,10,3,0.407,0,0.37,0,3,1,1,0,0.333,0,0.333,0,33,34.455,26.732,33.218,73.152,56,69.178,0.985564304
126,2.67989E+14,transcribed,1438,76.515,1176,62.574,255,13.568,4.533,4,2.674,11,130.727,71,103.38,23.182,17,23.096,5,287.6,266,120.312,51,64,25.55,2.2,3,1.47,1127.629,51,22.11,10.712,40.664,28.196,18,26.595,1127,1032.839,881,1.172,0.453,0.453,445,0.5,0.343,0.476,239,2.557,1.093,20.305,103,0.497,0.28,0.463,234,3.106,1.522,20.505,13,2.408,0.346,6.032,8,1.618,1.683,0.745,8,2.352,2.044,1.444,3,0.684,0.707,0.243,5,2.11,1.732,1.113,3,3.43,3.515,0.777,1127,498.812,52,9.592,2.559,2.559,11,2.655,2.822,0.302,22,17.824,2.549,64.963,1,2.334,2.334,NA,179,6.079,4.133,23.472,3,9.297,2.742,9.796,2,2.583,2.583,NA,6,3.325,3.147,1.034,0,NA,NA,NA,2,3.372,3.372,NA,3,3.723,3.515,0.441,1177,65,37.29,40.05,33,33,42,38,9,1.273,1,1.152,1,0,0,0,0,0,0,0,0,40,25.325,13.7595,57.152,28.9,16.5,28.581,0.964583333
127,4.35166E+14,transcribed,1613,110.035,1343,91.616,262,17.873,5.023,5,2.586,10,161.3,133,52.64,26.2,24.5,11.125,4,403.25,295.5,113.173,65.5,55.5,24.357,2.5,2.5,0.5,879.537,48,18.323,9.77,10.147,33.604,21.5,39.099,879,781.966,965,0.81,0.412,0.412,528,0.528,0.322,0.6,251,1.205,1.014,1.81,115,0.543,0.26,0.545,243,1.681,1.402,1.905,8,2.399,0.366,5.439,6,1.363,1.329,0.478,6,1.549,1.511,0.51,1,1.073,1.073,NA,7,6.182,3.813,7.191,3,10.611,7.5,9.344,879,205.792,48,4.287,2.866,2.866,18,2.915,2.736,1.089,15,4.755,2.87,6.187,3,2.292,2.351,0.131,198,8.337,3.797,8.131,1,16.787,16.787,NA,1,2.01,2.01,NA,5,7.413,2.536,8.125,0,NA,NA,NA,5,8.207,5.523,7.617,3,11.12,7.5,8.837,1344,94,11.39,14.64,26,26,39,36,11,1.5,1,1.385,1,0,0,0,0,0,0,0,0,33,23.758,12.025,23.54,39.788,21,38.033,0.971517028
128,3.78948E+14,transcribed,1846,112.29,1523,92.642,314,19.1,4.726,4,2.642,8,230.75,184,98.674,39.25,40.5,20.444,4,461.5,406,117.974,78.5,84.5,25.578,2,2.5,1.225,986.376,29,34.012,17.613,23.023,59.548,3,83.393,986,899.402,1430,0.628,0.281,0.281,751,0.418,0.264,0.668,292,0.64,0.442,0.807,244,0.485,0.256,1.739,292,0.878,0.719,0.494,8,0.646,0.287,0.95,7,0.696,0.804,0.273,5,1.127,1.173,0.152,4,2.39,1,2.942,1,17.454,17.454,NA,1,17.654,17.654,NA,986,270.066,31,8.711,5.481,5.481,5,6.026,2.304,4.768,4,5.549,4.459,3.552,3,10.604,2.579,11.71,231,6.228,2.653,7.136,1,3.16,3.16,NA,0,NA,NA,NA,3,7.482,2.361,7.27,1,7.359,7.359,NA,1,17.454,17.454,NA,1,17.654,17.654,NA,1524,93,25.33,32.6,107,74,108,91,33,1.459,1,1.23,1,33,448,356,107,13.576,7,10.788,6,49,8.776,5.745,8.072,21.02,15,18.798,0.931277056
129,2.77001E+13,transcribed,1553,65.103,1279,53.617,259,10.857,4.846,4,2.776,8,194.125,147,109.091,32.375,30,22.372,5,310.6,249,110.684,51.8,53,22.013,1.6,2,1.02,1431.271,114,12.555,6.653,3.996,13.623,10,14.206,1431,1345.678,1291,1.042,0.4,0.4,727,0.449,0.318,0.454,247,1.85,1.239,3.76,134,1.004,0.265,4.711,224,2.429,1.726,3.64,4,29.797,3.06,47.844,5,1.858,1.353,1.653,2,5.903,5.903,NA,2,4.003,4.003,NA,7,1.521,1.643,0.875,3,3.255,2.079,2.936,1431,700.968,114,6.148,3.037,3.037,10,3.274,3.073,0.991,58,4.975,2.82,6.816,9,8.991,3.057,16.131,224,6.835,4.158,11.469,2,58.456,58.456,NA,1,5.083,5.083,NA,2,32.872,32.872,NA,2,4.003,4.003,NA,1,3.065,3.065,NA,3,4.678,3.216,2.66,1290,59,7.55,15.76,74,69,113,104,33,1.638,1,1.507,1,5,6,6,1,1.2,1,1.2,1,88,10.898,5.3315,15.493,14.193,9,17.305,0.90653009
130,7.72363E+14,transcribed,1403,141.219,1168,117.565,217,21.842,5.249,4,3.062,9,155.889,78,91.514,24.111,15,17.553,5,280.6,300,196.663,43.4,55,37.248,1.8,2,1.166,596.097,26,22.926,11.978,NA,53.962,20.5,53.534,596,474.545,635,0.747,0.491,0.491,270,0.594,0.311,1.321,170,0.937,0.807,0.745,82,0.607,0.376,0.484,192,1.473,1.309,0.848,5,3.092,1.408,3.031,4,1.439,1.439,0.291,5,1.508,1.432,0.296,4,0.685,0.646,0.265,6,0.957,0.999,0.478,3,1.338,1.316,0.382,596,101.08,26,3.887,2.398,2.398,10,4.766,2.339,5.127,9,3.13,2.265,1.528,2,2.408,2.408,NA,114,3.17,3.072,0.624,2,6.724,6.724,NA,0,NA,NA,NA,2,2.54,2.54,NA,0,NA,NA,NA,0,NA,NA,NA,1,2.794,2.794,NA,1171,120,11.51,17.64,63,63,111,104,29,1.762,1,1.651,1,0,0,0,0,0,0,0,0,72,6.639,3.7435,7.827,15.806,10,15.647,0.908250356
131,2.59619E+14,transcribed,1671,169.9,1372,139.499,295,29.994,4.542,4,2.61,11,151.909,119,44.851,26.818,25,11.159,4,417.75,391,216.413,73.75,83.5,45.92,2.75,3.5,1.639,590.113,15,39.34,6.798,44.5,111.4,8,158.037,590,513.423,1206,0.425,0.301,0.301,740,0.358,0.297,0.209,260,0.437,0.312,0.545,128,0.388,0.263,0.539,279,0.733,0.587,0.461,17,0.885,0.339,1.894,8,0.459,0.487,0.161,8,0.966,0.867,0.38,3,3.504,2.714,2.445,5,0.686,0.378,0.687,3,4.419,3.092,1.915,590,57.789,15,3.852,2.886,2.886,1,2.187,2.187,NA,1,8.153,8.153,NA,2,4.199,4.199,NA,123,4.058,3.423,1.238,1,8.373,8.373,NA,0,NA,NA,NA,4,3.714,3.399,1.214,2,4.764,4.764,NA,1,2.054,2.054,NA,3,4.189,3.038,1.861,1373,142,11.01,20.2,20,18,22,19,6,1.222,1,1.056,1,2,0,0,0,0,0,0,0,22,23.5,14.463,25.766,60.636,34.5,68.364,0.983263598
132,4.05981E+14,transcribed,1394,82.773,1172,69.591,219,13.004,5.279,5,2.981,10,139.4,118.5,61.03,21.9,20.5,10.416,4,348.5,241.5,182.801,54.75,44.5,37.325,2.5,1.5,2.062,1010.474,40,25.261,9.84,16.014,34.85,16,39.36,1010,994.354,1370,0.725,0.344,0.344,864,0.5,0.32,1.986,222,1.002,0.615,2.27,196,1.097,0.298,6.481,203,1.736,1.12,4.429,8,1.21,0.86,1.067,5,1.798,1.593,0.72,6,2.33,2.509,0.634,3,0.741,0.64,0.476,9,6.506,0.848,16.284,3,1.346,1.264,0.252,1010,386.935,40,9.673,2.755,2.755,15,6.401,2.607,13.713,13,6.615,2.479,7.22,4,33.312,28.8,31.523,170,37.051,53.197,26.798,1,3.685,3.685,NA,2,2.593,2.593,NA,5,34.636,55.072,25.895,0,NA,NA,NA,1,52.553,52.553,NA,2,28.116,28.116,NA,1174,71,3.38,21.94,33,33,42,41,7,1.273,1,1.242,1,0,0,0,0,0,0,0,0,42,22.333,8.3365,31.637,27.5,15,30.385,0.962750716
133,1.31952E+14,transcribed,2175,70.22,1815,58.598,341,11.009,5.232,4,5.688,14,155.357,101,73.902,24.357,24.5,11.273,3,725,590,83.156,113.667,110,5.907,4.667,5,0.471,1858.434,158,11.762,6.628,3.221,13.679,9,16.061,1858,1827.668,2013,0.907,0.399,0.399,1175,0.654,0.359,2.463,329,1.766,1.105,3.092,321,0.648,0.356,0.773,318,2.337,1.593,3.216,31,1.517,0.369,3.549,12,3.3,1.478,5.15,11,4.039,2.286,5.309,2,0.76,0.76,NA,3,1.798,1.727,1.242,2,3.3,3.3,NA,1858,804.004,159,5.056,2.882,2.882,45,5.859,2.794,11.327,66,4.896,2.947,5.888,17,3.204,2.475,1.37,299,5.342,4.183,4.318,3,10.869,9.578,5.66,5,6.562,3.409,6.717,10,5.186,3.485,5.111,0,NA,NA,NA,1,3.353,3.353,NA,2,4.773,4.773,NA,1816,60,10.87,14.64,43,40,63,60,6,1.575,0,1.5,0,3,13,13,1,4.333,1,4.333,1,44,37.182,20.5325,37.286,40.295,27,39.428,0.88286633
134,8.52144E+14,transcribed,2020,86.597,1673,71.721,332,14.233,4.922,4,2.884,13,155.385,113,78.714,25.538,23,15.47,6,336.667,286,68.18,55.333,55.5,13.337,2.167,2,0.687,1399.592,84,16.661,9.771,9.872,24.048,16,26.165,1399,1295.958,1474,0.879,0.428,0.428,875,0.533,0.349,0.489,341,1.249,0.897,1.284,137,0.509,0.256,0.554,300,1.737,1.339,1.386,9,5.147,0.465,10.315,6,1.157,1.099,0.519,7,6.202,1.806,11.372,1,2.175,2.175,NA,11,1.411,1.047,1.158,5,2.278,1.948,1.176,1399,486.271,85,5.72,2.989,2.989,17,2.785,2.651,0.615,48,3.712,3.099,1.853,4,2.771,2.309,0.936,229,4.62,4.49,1.82,2,21.387,21.387,NA,0,NA,NA,NA,4,11.507,3.614,14.238,1,2.175,2.175,NA,2,3.604,3.604,NA,5,3.261,3.079,0.998,1675,73,20.82,25.27,72,67,76,75,13,1.134,1,1.119,1,5,5,5,1,1,1,1,1,75,14,10.007,15.109,21.627,15,22.89,0.956973294
135,2.98363E+14,transcribed,1400,262.142,1136,212.71,262,49.058,4.248,4,2.452,14,100,77,31.508,18.714,17,7.101,4,350,269,88.552,65.5,63,20.081,3.5,4,0.866,320.437,10,32.043,12.423,19.55,155.556,63,142.182,320,188.71,382,0.494,0.312,0.312,154,0.362,0.258,0.22,107,0.504,0.326,0.484,57,0.58,0.324,0.506,235,0.832,0.624,0.616,14,0.643,0.257,0.999,10,0.62,0.504,0.424,10,1.302,0.863,1.125,1,0.467,0.467,NA,5,1.216,0.7,1.168,3,1.048,1.167,0.324,320,27.805,9,3.089,2.927,2.927,0,NA,NA,NA,4,2.569,2.635,0.341,1,2.777,2.777,NA,109,3.073,2.956,0.375,1,3.88,3.88,NA,0,NA,NA,NA,4,3.193,2.975,0.397,0,NA,NA,NA,1,3.458,3.458,NA,1,2.922,2.922,NA,1137,215,12.51,26.97,22,20,29,25,7,1.45,1,1.25,1,2,1,1,0,0.5,0.5,0.5,0.5,27,10.593,8.197,10.512,41.148,37,41.646,0.975017844
136,3.17516E+14,transcribed,1649,72.847,1373,60.654,274,12.104,4.931,4,3.099,18,91.611,78,34.679,15.222,16,7.864,6,274.833,230,176.592,45.667,45.5,35.696,3,3.5,2.309,1358.195,76,17.87,6.8,12.321,21.416,7,25.659,1358,1346.824,1715,0.785,0.497,0.497,1005,0.611,0.458,0.576,299,0.849,0.699,0.59,265,1.063,0.451,5.163,260,1.906,1.28,5.33,7,3.122,1.183,4.749,13,1.463,1.558,0.466,3,2.162,1.929,0.337,6,2.274,1.964,1.275,5,1.515,1.207,1.048,3,4.426,5.682,1.916,1358,370.132,78,4.745,3.002,3.002,26,3.302,2.906,1.131,10,2.859,2.25,1.219,17,8.986,3.135,18.631,259,6.491,3.604,10.399,3,6.516,2.778,5.683,1,2.292,2.292,NA,3,3.347,2.782,0.826,3,3.406,3.936,0.75,1,3.337,3.337,NA,3,6.065,5.682,0.779,1375,62,5.25,8.83,55,53,75,72,8,1.415,1,1.358,1,2,1,1,0,0.5,0.5,0.5,0.5,64,18.375,8.1815,22.386,21.219,11.5,22.836,0.948317308
137,6.43281E+14,transcribed,1757,86.312,1456,71.525,289,14.197,4.938,4,2.792,10,175.7,106.5,98.494,28.9,22,20.743,5,351.4,262,80.351,57.8,44,19.934,2,2,0.894,1221.383,61,20.022,10.366,14.562,28.803,13,37.105,1221,1184.102,1706,0.694,0.457,0.457,958,0.528,0.379,0.55,300,1.098,0.939,1.282,255,0.452,0.318,0.344,265,1.549,1.392,1.397,7,2.911,0.788,4.823,6,0.994,0.593,0.894,5,1.989,1.213,1.158,4,1.658,1.196,0.919,9,1.409,0.783,1.527,4,3.669,3.108,1.886,1221,237.838,61,3.898,2.872,2.872,17,3.391,2.638,1.929,17,4.066,2.874,4.108,2,2.326,2.326,NA,236,4.617,3.85,1.957,2,8.776,8.776,NA,1,2.765,2.765,NA,4,4.599,4.423,1.289,1,3.24,3.24,NA,1,5.571,5.571,NA,4,5.703,5.364,2.193,1457,73,10.57,10.99,109,98,51,47,9,0.52,0,0.48,0,11,120,94,29,10.909,5,8.545,3,100,8.56,5.5915,8.469,13.07,9,12.222,0.910744741
138,9.81272E+14,transcribed,2046,165.408,1680,135.818,355,28.7,4.645,4,2.505,24,85.25,58,43.207,14.792,13,9.289,6,341,265.5,127.249,59.167,56,30.052,4,4,2.38,742.167,23,32.268,18.254,28.419,88.957,18,110.932,742,573.825,1086,0.528,0.257,0.257,495,0.303,0.24,0.21,298,0.589,0.34,0.746,168,0.491,0.225,1.083,325,0.968,0.601,1.236,24,0.572,0.36,0.64,18,0.336,0.253,0.229,19,0.835,0.728,0.326,5,0.913,0.966,0.36,8,1.354,1.162,1.12,5,2.05,1.531,1.213,742,158.675,24,6.611,3.3,3.3,1,2.177,2.177,NA,8,4.16,3.802,1.802,6,4.636,3.101,3.586,275,4.02,3.967,1.153,1,3.382,3.382,NA,0,NA,NA,NA,17,4.094,4.079,0.375,0,NA,NA,NA,2,2.981,2.981,NA,5,4.188,4.465,0.65,1680,137,12.77,29.67,24,24,231,180,50,9.625,1,7.5,1,0,0,0,0,0,0,0,0,35,18.029,12.013,23.523,47.029,34,57.768,0.855398144
139,4.03169E+14,transcribed,1393,481.837,1160,401.243,232,80.249,4.918,4,2.915,15,92.867,73,20.934,15.467,15,4.978,3,464.333,201,278.994,77.333,40,57.093,5,3,2.828,173.461,1,173.461,0,NA,0,0,NA,173,27.678,106,0.261,0.21,0.21,78,0.235,0.209,0.11,7,0.284,0.294,0.082,3,0.39,0.284,0.156,188,0.353,0.326,0.097,5,0.518,0.217,0.609,2,0.319,0.319,NA,9,0.41,0.376,0.121,0,NA,NA,NA,3,0.231,0.234,0.005,2,0.418,0.418,NA,173,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1161,406,8.45,20.05,6,6,10,7,4,1.667,1.5,1.167,1,0,0,0,0,0,0,0,0,11,15.182,15.954,11.22,103.727,107,76.315,0.989239598
140,3.61293E+14,transcribed,1990,308.496,1628,252.378,355,55.033,4.532,4,2.617,9,221.111,158,125.792,39.444,31,28.508,28,71.071,66.5,19.305,12.679,14.5,4.736,0.321,0,0.538,387.039,4,96.759,29.348,88.856,497.5,115.5,481.565,387,197.315,438,0.45,0.343,0.343,147,0.312,0.242,0.168,184,0.483,0.416,0.319,33,0.399,0.24,0.356,312,0.793,0.687,0.467,3,1.298,0.35,1.401,1,0.417,0.417,NA,1,0.767,0.767,NA,22,0.569,0.461,0.31,14,0.591,0.437,0.388,7,1.073,0.88,0.561,387,16.208,4,4.052,3.201,3.201,0,NA,NA,NA,1,3.123,3.123,NA,1,2.072,2.072,NA,100,2.387,2.288,0.255,1,3.279,3.279,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,2.233,2.233,NA,1629,255,9.45,13.18,21,21,43,38,12,2.048,1,1.81,1,0,0,0,0,0,0,0,0,56,6.089,5.431,5.106,28.607,26.5,23.422,0.975389252
141,3.8523E+14,transcribed,1620,277.158,1352,231.307,266,45.509,4.966,4,2.832,9,180,136,83.288,29.556,23,16.453,3,540,501,82.909,88.667,103,20.27,3,3,0.816,350.703,6,58.45,74.657,NA,270,263.5,150.297,350,212.251,564,0.376,0.272,0.272,301,0.285,0.248,0.127,108,0.377,0.277,0.363,95,0.454,0.35,0.345,247,0.716,0.599,0.456,6,1.219,0.231,2.212,7,0.554,0.497,0.193,7,0.77,0.725,0.196,2,0.405,0.405,NA,5,0.451,0.411,0.188,2,0.696,0.696,NA,350,19.712,6,3.285,2.555,2.555,0,NA,NA,NA,2,2.465,2.465,NA,2,2.266,2.266,NA,153,2.343,2.271,0.262,1,6.165,6.165,NA,0,NA,NA,NA,4,2.383,2.311,0.142,0,NA,NA,NA,0,NA,NA,NA,1,2.41,2.41,NA,1353,236,13.27,16.24,27,27,22,20,5,0.815,1,0.741,0,0,0,0,0,0,0,0,0,36,8.778,4.7825,13.551,36.556,18,55.681,0.973538462
142,2.69997E+14,transcribed,1889,98.827,1570,82.138,317,16.585,4.852,4,2.811,21,89.952,65,34.94,15.095,13,8.349,7,269.857,195,130.972,45.286,41,26.434,3,4,1.852,1146.853,63,18.204,11.667,16.677,29.984,22,44.998,1146,1100.342,1757,0.626,0.306,0.306,989,0.416,0.277,0.772,341,0.99,0.72,1.502,256,0.437,0.272,0.713,289,1.443,1.087,1.818,8,4.94,2.308,5.832,15,0.828,0.726,0.475,4,1.794,1.608,0.77,6,2.486,1.232,3.443,8,0.881,0.801,0.441,4,4.046,1.913,4.118,1146,340.146,63,5.399,3.385,3.385,16,5.005,3.171,3.604,22,4.946,3.148,3.973,7,4.079,3.336,1.923,161,5.308,4.769,2.37,4,9.005,6.949,5.904,0,NA,NA,NA,2,4.877,4.877,NA,1,10.15,10.15,NA,0,NA,NA,NA,3,7.389,5.193,4.06,1571,83,15.97,20.09,72,61,96,85,23,1.574,1,1.393,1,11,43,37,7,3.909,1,3.364,1,70,12.043,7.1085,13.832,21.271,16.5,22.103,0.935449735
